"fdd_ingredient","orig_food_common_name","score","method","food_id","food_public_id","food_name","orig_food_id","food_V2_ID"
"Crustaceans, crab, canned/cooked","crustaceans crab blue canned",0.80688601269012,"tfidf",306,"FOOD00303","Blue crab","15141",2414
"Juice, raspberry","juice raspberry red",0.864546657764141,"tfidf",162,"FOOD00162","Red raspberry","",8871
"Seeds, pumpkin/squash, roasted","seeds pumpkin squash seeds whole roasted without salt",0.841661102654083,"tfidf",66,"FOOD00066","Cucurbita","12163",698
"Spices, cloves, ground","spices cloves ground",1,"tfidf",179,"FOOD00179","Cloves","02011",1509
"Oranges, canned (oranges only)","orange",0.952042005374519,"tfidf",57,"FOOD00057","Sweet orange","282",40
"Crustaceans, shrimp, canned/cooked","crustaceans shrimp raw",0.86251782819531,"tfidf",546,"FOOD00533","Shrimp","",9426
"Nopales, raw","nopales raw",1,"tfidf",423,"FOOD00416","Nopal","11963",2719
"Nuts, coconut meat, raw","nuts coconut meat raw",1,"tfidf",341,"FOOD00336","Coconut","12104",2496
"Peaches, canned/cooked (peaches only)","peach canned",0.943318848526792,"tfidf",149,"FOOD00149","Peach","0050",1253
"Leavening agents, baking powder","leavening agents baking powder low sodium",0.888242736231948,"tfidf",682,"FOOD00661","Leavening agent","18371",5729
"Cabbage, cooked","cabbage cooked",1,"tfidf",881,"FOOD00851","Cabbage","",9089
"Pigeonpeas, immature, cooked","pigeonpeas immature seeds raw",0.864308277902338,"tfidf",37,"FOOD00037","Pigeon pea","11344",460
"Turnip greens, canned","turnip greens raw",0.872113194883283,"tfidf",36,"FOOD00036","Turnip","11568",447
"Melon, cantaloupe, raw","melons cantaloupe raw",1,"tfidf",64,"FOOD00064","Muskmelon","09181",635
"Kohlrabi, cooked","kohlrabi",0.944137712599099,"tfidf",33,"FOOD00033","Kohlrabi","180",21
"Tea, black, leaves","tea hot leaf black",0.849515431062653,"tfidf",939,"FOOD00907","Black tea","",9443
"Cheese, feta","cheese feta",1,"tfidf",631,"FOOD00617","Cheese","01019",4749
"Spinach, canned","spinach",0.87244435272669,"tfidf",178,"FOOD00178","Spinach","957",124
"Apricots, canned/cooked (apricots only)","apricot",0.936986131228584,"tfidf",144,"FOOD00144","Apricot","787",99
"Chives, raw","chives raw",1,"tfidf",9,"FOOD00009","Chives","0213",249
"Fish, mackerel, raw","mackerel raw",0.865231650295671,"tfidf",600,"FOOD00586","Scombridae (Bonito, Mackerel, Tuna)","0175",4566
"Juice, grapefruit, concentrate","grapefruit juice from concentrate",0.898938014737921,"tfidf",256,"FOOD00256","Grapefruit","12",8493
"Lentils, raw (consumed cooked/heat-treated)","lentils raw",0.587199101782714,"tfidf",98,"FOOD00098","Lentils","16069",869
"Guava, canned (guava only)","guava",0.969742615688021,"tfidf",150,"FOOD00150","Guava","796",104
"Fish, perch, cooked","perch raw",0.78375326262403,"tfidf",538,"FOOD00527","Perciformes","0891",3951
"Rhubarb, cooked","rhubarb",0.934877833113635,"tfidf",154,"FOOD00154","Garden rhubarb","847",108
"Cheese, Mexican blend","cheese mexican blend",1,"tfidf",631,"FOOD00617","Cheese","01251",4792
"Peas, cooked","pea",0.890488049962519,"tfidf",141,"FOOD00141","Common pea","759",97
"Oil, cocoa butter","oil cocoa butter",1,"tfidf",706,"FOOD00684","Cocoa butter","1099",6803
"Turnip greens, canned/cooked","turnip greens raw",0.831956916671422,"tfidf",36,"FOOD00036","Turnip","11568",447
"Mangoes, cooked","mango",0.936422837654091,"tfidf",106,"FOOD00106","Mango","600",74
"Lettuce, leaf, cooked","lettuce red leaf raw",0.810555768866707,"tfidf",95,"FOOD00095","Lettuce","11257",861
"Flour, buckwheat","buckwheat flour",1,"tfidf",79,"FOOD00079","Common buckwheat","1014",734
"Carrots, raw","carrot raw",1,"tfidf",245,"FOOD00245","Carrot","0065",714
"Soy meal, defatted","soy meal defatted raw",0.967305979422102,"tfidf",85,"FOOD00085","Soy bean","16119",798
"Okra, canned","okra",0.906932919994012,"tfidf",427,"FOOD00420","Okra","1",184
"Fish, herring, cooked","fish oil herring",0.820529423228,"tfidf",531,"FOOD00520","Clupeinae (Herring, Sardine, Sprat)","04590",3916
"Milk, nonfat, evaporated","evaporated milk",0.820352286167368,"tfidf",824,"FOOD00798","Evaporated milk","",9853
"Grapefruit, frozen/canned (grapefruit only)","grapefruit",0.92488557245004,"tfidf",256,"FOOD00256","Grapefruit","11",8515
"Cassava, cooked","cassava",0.946712142921102,"tfidf",328,"FOOD00323","Cassava","601",154
"Carrots, cooked","carrot",0.906502170215054,"tfidf",72,"FOOD00072","Wild carrot","357",52
"Mollusks, oysters, canned","mollusks oyster eastern canned",0.787813538758572,"tfidf",361,"FOOD00356","Eastern oyster","15170",2551
"Cherries, raw/frozen","cherry raw",0.84281931264468,"tfidf",143,"FOOD00143","Prunus (Cherry, Plum)","0121",1184
"Flour, corn, degermed","corn flour degermed unenriched yellow",0.794973393291617,"tfidf",205,"FOOD00205","Corn","20018",1635
"Mollusks, squid, raw","mollusks squid mixed species raw",0.819023251178471,"tfidf",545,"FOOD00532","Squid","15175",3971
"Apricots, canned (apricots only)","apricot",0.95994655244991,"tfidf",144,"FOOD00144","Apricot","787",99
"Flour, rye","rye flour light",0.82824994893912,"tfidf",169,"FOOD00169","Rye","20065",1350
"Milk, buttermilk, 2% fat, fluid","milk buttermilk fluid whole",0.877689138841312,"tfidf",714,"FOOD00692","Buttermilk","01230",6863
"Cheese, mozzarella","cheese mozzarella whole milk",0.800070324639592,"tfidf",631,"FOOD00617","Cheese","01026",4756
"Strawberries, canned/cooked (strawberries only)","strawberries canned",0.94213397933956,"tfidf",83,"FOOD00083","Strawberry","0466",754
"Juice, cranberry","juice cranberry raw",0.940110588778554,"tfidf",188,"FOOD00188","Vaccinium (Blueberry, Cranberry, Huckleberry)","",8852
"Flour, rice, white","rice flour white",1,"tfidf",125,"FOOD00125","Rice","20061",973
"Grapes, canned (grapes only)","grape",0.953477749268917,"tfidf",374,"FOOD00369","Grape","",9547
"Cherries, dried, unsweetened","cherries sour dry unsweetened",0.645888426217989,"tfidf",146,"FOOD00146","Sour cherry","",8818
"Spices, parsley, dried","spices parsley dried",1,"tfidf",131,"FOOD00131","Parsley","02029",1008
"Beverage, alcoholic, rice (sake)","alcoholic beverage rice sake",1,"tfidf",763,"FOOD00738","Sake","43479",7441
"Juice, watercress","watercress",0.884158815708347,"tfidf",158,"FOOD00158","Watercress","",9572
"Juice, carrot","carrot juice canned",0.90193324884196,"tfidf",245,"FOOD00245","Carrot","0681",712
"Juice, bilberry","bilberry",0.879957684673524,"tfidf",193,"FOOD00193","Bilberry","1040",135
"Plantains, cooked","plantains cooked",1,"tfidf",444,"FOOD00436","French plantain","09278",2754
"Cucumber, cooked","cucumber",0.926206069406015,"tfidf",65,"FOOD00065","Cucumber","325",46
"Watercress, raw","watercress raw",1,"tfidf",158,"FOOD00158","Watercress","0023",1320
"Egg, white, dried","egg white dried",1,"tfidf",633,"FOOD00619","Eggs","01173",4873
"Cheese, monterey, reduced fat","cheese monterey",0.845234333609231,"tfidf",631,"FOOD00617","Cheese","01025",4755
"Celery, cooked","celery",0.914951805038514,"tfidf",215,"FOOD00215","Celery stalks","96",8
"Juice, broccoli","broccoli",0.811664954836348,"tfidf",34,"FOOD00034","Broccoli","",9038
"Spices, caraway seed","spices caraway seed",1,"tfidf",43,"FOOD00043","Caraway","02005",541
"Flour, barley","barley flour raw",0.951211816593232,"tfidf",88,"FOOD00088","Barley","1015",823
"Pineapple, canned (pineapple only)","pineapple canned",0.969572083905116,"tfidf",12,"FOOD00012","Pineapple","0004",261
"Cherries, raw/frozen/canned (cherries only)","cherry raw",0.884911520209467,"tfidf",143,"FOOD00143","Prunus (Cherry, Plum)","0121",1184
"Mollusks, octopus, dried","mollusks octopus common raw",0.771267404147495,"tfidf",344,"FOOD00339","Common octopus","15166",2516
"Pheasant, lean and fat, cooked","pheasant",0.854296959304876,"tfidf",438,"FOOD00430","Pheasant","",9857
"Cheese, mozzarella, low fat/nonfat","cheese mozzarella nonfat",0.882965868285743,"tfidf",631,"FOOD00617","Cheese","42304",4798
"Spices, oregano, dried","spices oregano dried",1,"tfidf",124,"FOOD00124","Common oregano","02027",943
"Dates","date",1,"tfidf",135,"FOOD00135","Date","",9583
"Vinegar","vinegar",1,"tfidf",645,"FOOD00628","Vinegar","0046",4989
"Asparagus, raw","asparagus raw",1,"tfidf",21,"FOOD00021","Asparagus","11011",335
"Kale, cooked","kale",0.929562713269887,"tfidf",395,"FOOD00390","Kale","",9738
"Pineapple, raw/frozen/canned (pineapple only)","pineapple canned",0.905523341937201,"tfidf",12,"FOOD00012","Pineapple","0004",261
"Egg, yolk, dried","egg yolk dried",1,"tfidf",633,"FOOD00619","Eggs","01137",4865
"Apples, raw","apple",0.875560405938038,"tfidf",105,"FOOD00105","Apple","595",73
"Dove, lean and fat, cooked","dove cooked includes squab",0.607295442877778,"tfidf",624,"FOOD00610","Columbidae (Dove, Pigeon)","43287",4614
"Arugula, raw","arugula raw",1,"tfidf",77,"FOOD00077","Rocket salad (ssp.)","11959",733
"Flour, soy","soy flour",1,"tfidf",85,"FOOD00085","Soy bean","956",8598
"Mushrooms, canned","mushroom canned",1,"tfidf",561,"FOOD00547","Common mushroom","0171",4454
"Bran, oat","oat bran raw",0.947843686031964,"tfidf",22,"FOOD00022","Oat","20033",349
"Cauliflower, cooked","cauliflower",0.924178300050089,"tfidf",31,"FOOD00031","Cauliflower","",9045
"Parsley, raw","parsley raw",1,"tfidf",131,"FOOD00131","Parsley","0209",1007
"Cheese, gruyere","cheese gruyere",1,"tfidf",631,"FOOD00617","Cheese","01023",4753
"Lemons, raw","lemon raw",1,"tfidf",54,"FOOD00054","Lemon","0040",574
"Cheese, cheddar, nonfat","cheese cheddar",0.779297761258042,"tfidf",631,"FOOD00617","Cheese","01009",4739
"Beets, cooked","beet",0.924178300050089,"tfidf",264,"FOOD00264","Red beetroot","157",143
"Radishes, daikon, cooked","daikon radish",0.968381442636742,"tfidf",261,"FOOD00261","Daikon radish","",9699
"Asparagus, canned/cooked","asparagus canned",0.933469402147418,"tfidf",21,"FOOD00021","Asparagus","0009",332
"Garlic, canned","garlic",0.879776658315417,"tfidf",880,"FOOD00850","Soft-necked garlic","54",216
"Pears, asian, raw","pears asian raw",1,"tfidf",292,"FOOD00291","Asian pear","09340",2381
"Radishes, raw","radish raw",1,"tfidf",153,"FOOD00153","Radish","0217",1297
"Beans, mung, mature, cooked","mung beans mature seeds raw",0.847832598729304,"tfidf",200,"FOOD00200","Mung bean","16080",1571
"Mollusks, oysters, raw","mollusks oyster pacific raw",0.812200031491116,"tfidf",433,"FOOD00425","Pacific oyster","15171",2738
"Beans, white, mature, raw (consumed cooked/heat-treated)","beans white mature seeds raw",0.548289198214755,"tfidf",134,"FOOD00134","Common bean","16049",1107
"Christophine/chayote, cooked","chayote",0.944137712599099,"tfidf",330,"FOOD00325","Chayote","921",155
"Kiwis, raw","kiwi",0.943712189464448,"tfidf",4,"FOOD00004","Kiwi","29",1
"Pineapple, raw/frozen","pineapple raw",0.858750077367933,"tfidf",12,"FOOD00012","Pineapple","0003",262
"Pears, canned (pears only)","pear canned",0.964510383992009,"tfidf",152,"FOOD00152","Pear","0215",1280
"Turnip greens, cooked","turnip greens raw",0.898360137225215,"tfidf",36,"FOOD00036","Turnip","11568",447
"Brussels sprouts, canned/cooked","brussels sprouts",0.911140666723432,"tfidf",32,"FOOD00032","Brussel sprouts","",9154
"Epazote, cooked","epazote",0.949783092198908,"tfidf",566,"FOOD00552","Epazote","",9771
"Seeds, alfalfa, sprouted, raw","alfalfa seeds sprouted raw",1,"tfidf",287,"FOOD00286","Alfalfa","0683",2369
"Nuts, hazelnuts or filberts, unroasted","nuts hazelnuts filberts",0.801767534793884,"tfidf",381,"FOOD00376","Hazelnut","12120",2615
"Turtle, cooked","turtle green raw",0.767475636500118,"tfidf",726,"FOOD00702","Green turtle","93600",6984
"Strawberries, raw/frozen","strawberries raw",0.850813427493488,"tfidf",83,"FOOD00083","Strawberry","09316",761
"Syrup, malt","syrups malt",1,"tfidf",695,"FOOD00673","Syrup","19352",6685
"Fish, salmon, raw","salmon raw",0.827214901882322,"tfidf",504,"FOOD00493","Salmonidae (Salmon, Trout)","0135",2917
"Cheese, Mexican blend, reduced fat","cheese mexican blend reduced fat",1,"tfidf",631,"FOOD00617","Cheese","01209",4788
"Beans, green/snap, raw","beans snap green raw",1,"tfidf",134,"FOOD00134","Common bean","11052",1044
"Kale, canned/cooked","kale canned",0.94241380312793,"tfidf",395,"FOOD00390","Kale","0513",2651
"Onions, green/spring/scallions, cooked","onions spring raw",0.821965402415749,"tfidf",241,"FOOD00241","Welsh onion","0663",225
"Spices, paprika","spices paprika",1,"tfidf",40,"FOOD00040","Pepper","02028",496
"Cheese, monterey","cheese monterey",1,"tfidf",631,"FOOD00617","Cheese","01025",4755
"Cucumber, canned","cucumber",0.890095325498063,"tfidf",65,"FOOD00065","Cucumber","325",46
"Crab, canned/cooked","crab boiled",0.716432071960542,"tfidf",587,"FOOD00573","Crab","0128",4543
"Papayas, canned/cooked (papaya only)","papaya",0.957544988231227,"tfidf",41,"FOOD00041","Papaya","209",27
"Cauliflower, raw","cauliflower raw",1,"tfidf",31,"FOOD00031","Cauliflower","11135",405
"Broccoli raab, raw","broccoli raab raw",1,"tfidf",314,"FOOD00311","Rapini","11096",2431
"Plantains, raw","plantains raw",1,"tfidf",444,"FOOD00436","French plantain","09277",2753
"Onions, dehydrated","onions dehydrated flakes",0.811035679778909,"tfidf",226,"FOOD00226","Garden onion (var.)","11284",229
"Flour, potato","potato flour",1,"tfidf",175,"FOOD00175","Potato","0116",1408
"Rhubarb, raw","rhubarb raw",1,"tfidf",154,"FOOD00154","Garden rhubarb","0216",1303
"Leeks, (bulb and lower-leaf portion), dehydrated","leeks bulb lower leaf portion raw",0.911112312793548,"tfidf",401,"FOOD00396","Wild leek","11246",2671
"Beans, pinto, mature, raw (consumed cooked/heat-treated)","beans pinto mature seeds raw",0.643282763631894,"tfidf",134,"FOOD00134","Common bean","16042",1100
"Juice, beet, concentrate","beet",0.701118173711653,"tfidf",264,"FOOD00264","Red beetroot","157",143
"Asparagus, canned","asparagus canned",1,"tfidf",21,"FOOD00021","Asparagus","0009",332
"Juice, ginger root","ginger root raw",0.888206587678245,"tfidf",206,"FOOD00206","Ginger","0667",1664
"Cauliflower, canned","cauliflower",0.887251735815431,"tfidf",31,"FOOD00031","Cauliflower","",9045
"Beans, green/snap, canned","beans snap green raw",0.895638888264214,"tfidf",134,"FOOD00134","Common bean","11052",1044
"Spinach, canned/cooked","spinach",0.813228030448455,"tfidf",178,"FOOD00178","Spinach","957",124
"Pork, variety meat, heart, cooked","pork fresh variety meats by products heart cooked braised",0.735436104878707,"tfidf",549,"FOOD00536","Domestic pig","10104",4181
"Parsley, cooked","parsley",0.936422837654091,"tfidf",131,"FOOD00131","Parsley","712",89
"Mint, fresh","mint",0.872952679008503,"tfidf",109,"FOOD00109","Mentha","2009",8689
"Cheese, swiss","cheese swiss",1,"tfidf",631,"FOOD00617","Cheese","01040",4770
"Cheese, provolone","cheese provolone",1,"tfidf",631,"FOOD00617","Cheese","01035",4765
"Cheese, edam","cheese edam",1,"tfidf",631,"FOOD00617","Cheese","01018",4748
"Fennel bulb, cooked","fennel bulb raw",0.936636507898098,"tfidf",82,"FOOD00082","Fennel","11957",752
"Acai, cooked","acai berries purple fresh",0.656463113930093,"manual",743,"FOOD00718","Heart of palm","",8747
"Apples, cooked/applesauce","applesauce canned sweetened without salt includes usda commodity",0.557725091169277,"manual",105,"FOOD00105","Apple","09020",907
"Apples, dehydrated","apples dehydrated low moisture sulfured uncooked",0.602854282947123,"manual",105,"FOOD00105","Apple","09009",896
"Armadillo, lean and fat, cooked",NA,0.503756430744915,"manual",NA,NA,NA,NA,NA
"Artificial sweeteners","sweeteners for baking contains sugar sucralose",0.493019206164149,"manual",676,"FOOD00656","Sugar substitute","19907",5696
"Balsam-pear (bitter melon/gourd)/horseradish/jute/radish leaves, cooked","balsam pear bitter gourd leafy tips raw",0.566751586679626,"manual",115,"FOOD00115","Bitter gourd","11022",921
"Barley groats, uncooked (consumed cooked/heat-treated)","cereals quaker scotch barley regular quick dry",0.613275033442879,"manual",270,"FOOD00270","Breakfast cereal","08232",1918
"Barley, malted, uncooked (consumed cooked/heat-treated)","cereals quaker scotch barley regular quick dry",0.421893613972023,"manual",270,"FOOD00270","Breakfast cereal","08232",1918
"Barley, pearled, uncooked (consumed cooked/heat-treated)","cereals quaker scotch barley regular quick dry",0.68580106986458,"manual",270,"FOOD00270","Breakfast cereal","08232",1918
"Beans, black, mature, canned","beans black mature seeds cooked boiled with salt",0.793396309398319,"manual",134,"FOOD00134","Common bean","16315",1117
"Beans, black, mature, canned/cooked","beans black mature seeds cooked boiled with salt",0.758587593192576,"manual",134,"FOOD00134","Common bean","16315",1117
"Beans, black, mature, cooked","beans black mature seeds cooked boiled with salt",0.816017903782858,"manual",134,"FOOD00134","Common bean","16315",1117
"Beans, fava/broad, mature, canned","broadbeans fava beans mature seeds canned",0.665860549867391,"manual",197,"FOOD00197","Broad bean","16054",1553
"Beans, fava/broad, mature, canned/cooked","broadbeans fava beans mature seeds canned",0.65136921618512,"manual",197,"FOOD00197","Broad bean","16054",1553
"Beans, fava/broad, mature, cooked","broadbeans fava beans mature seeds canned",0.67475943490935,"manual",197,"FOOD00197","Broad bean","16054",1553
"Beans, kidney, mature, cooked","beans kidney all types mature seeds cooked boiled without salt",0.766873322027639,"manual",134,"FOOD00134","Common bean","16028",1086
"Beans, kidney, mature, raw (consumed cooked/heat-treated)","beans kidney all types mature seeds raw",0.570279928748298,"manual",134,"FOOD00134","Common bean","16027",1085
"Beans, lima, immature, canned/cooked","beans lima immature seeds cooked boiled drained without salt",0.810235275350846,"manual",NA,NA,NA,NA,NA
"Beans, lima, mature, canned/cooked","lima beans large mature seeds cooked boiled without salt",0.769941541441696,"manual",133,"FOOD00133","Lima bean","16072",1023
"Beans, lima, mature, raw (consumed cooked/heat-treated)","lima beans large mature seeds raw",0.552103001299198,"manual",133,"FOOD00133","Lima bean","16071",1022
"Beans, mung, mature, canned","mung beans mature seeds cooked boiled without salt",0.828666693219665,"manual",200,"FOOD00200","Mung bean","16081",1572
"Beans, mung, mature, canned/cooked","beans mung mature seeds sprouted canned drained solids",0.798586975223872,"manual",200,"FOOD00200","Mung bean","11626",1569
"Beans, mung, mature, dehydrated","beans mung dried raw",0.720842207567697,"manual",200,"FOOD00200","Mung bean","0485",1565
"Beans, navy, mature, cooked","beans navy mature seeds cooked boiled without salt",0.859021006728083,"manual",134,"FOOD00134","Common bean","16038",1096
"Beans, pink, mature, canned","beans pink mature seeds cooked boiled without salt",0.822678493423404,"manual",134,"FOOD00134","Common bean","16041",1099
"Beans, pink, mature, canned/cooked","beans pink mature seeds cooked boiled without salt",0.791760026020943,"manual",134,"FOOD00134","Common bean","16041",1099
"Beans, soy, immature, cooked","soybeans green cooked boiled drained without salt",0.700984105411784,"manual",85,"FOOD00085","Soy bean","11451",783
"Beans, soy, mature, cooked","soybeans mature cooked boiled without salt",0.76972691619183,"manual",85,"FOOD00085","Soy bean","16109",791
"Beans, soy, mature, sprouted, cooked","soybeans mature seeds sprouted cooked steamed",0.622636715292432,"manual",85,"FOOD00085","Soy bean","11453",785
"Beans, soy, mature, uncooked (consumed cooked/heat-treated)","soybeans mature seeds raw",0.455910375347482,"manual",85,"FOOD00085","Soy bean","16108",790
"Beans, white, mature, cooked","beans white mature seeds cooked boiled without salt",0.780175702368268,"manual",134,"FOOD00134","Common bean","16050",1108
"Beans, white, mature, uncooked (consumed cooked/heat-treated)","beans white dried",0.438223402326147,"manual",134,"FOOD00134","Common bean","0025",1037
"Beans, yellow, mature, canned","beans yellow mature seeds cooked boiled without salt",0.790692636989634,"manual",134,"FOOD00134","Common bean","16048",1106
"Beans, yellow, mature, cooked","beans yellow mature seeds cooked boiled without salt",0.813571176529264,"manual",134,"FOOD00134","Common bean","16048",1106
"Bear, lean and fat, cooked",NA,0.403758196351131,"manual",NA,NA,NA,NA,NA
"Beaver, lean and fat, cooked",NA,0.503756430744915,"manual",NA,NA,NA,NA,NA
"Bee pollen",NA,0,"manual",NA,NA,NA,NA,NA
"Beef, lean and fat, canned","usda commodity beef canned",0.583718291302266,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13166",3002
"Beef, lean and fat, canned/cooked","usda commodity beef canned",0.532687599674788,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13166",3002
"Beef, lean and fat, cooked","beef meat lean <5  fat raw",0.621164208397645,"manual",506,"FOOD00495","Cattle (Beef, Veal)","0199",2940
"Beef, lean and fat, raw","beef retail cuts separable fat raw",0.797605077107941,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13019",2980
"Beef, variety meat, brains, cooked","beef variety meats by products brain cooked pan fried",0.779241169920803,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13319",3011
"Beef, variety meat, heart, cooked","beef variety meats by products heart cooked simmered",0.755630602315958,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13322",3014
"Beef, variety meat, kidney, cooked","beef variety meats by products kidneys cooked simmered",0.753458932175853,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13324",3016
"Beef, variety meat, tongue, cooked","beef variety meats by products tongue cooked simmered",0.773381289294781,"manual",506,"FOOD00495","Cattle (Beef, Veal)","13340",3031
"Beef, variety meat, tripe, canned","beef variety meats by products tripe cooked simmered",0.781754000887433,"manual",506,"FOOD00495","Cattle (Beef, Veal)","23640",3811
"Beef, variety meat, tripe, cooked","beef variety meats by products tripe cooked simmered",0.795192512032564,"manual",506,"FOOD00495","Cattle (Beef, Veal)","23640",3811
"Beets, dehydrated","beets raw",0.709611582972543,"manual",25,"FOOD00025","Common beet","11080",356
"Beverage, alcoholic, distilled","alcoholic beverage distilled gin 90 proof",0.720174232730951,"manual",642,"FOOD00625","Gin","14049",4982
"Beverage, alcoholic, liqueur","liqueur average values",0.716782731016487,"manual",630,"FOOD00616","Liquor","1069",4663
"Blueberries, dried, unsweetened","blueberry",0.779783261866304,"manual",191,"FOOD00191","Highbush blueberry","1038",133
"Broccoflower, canned/cooked","broccoli water cooked",0.470069554807599,"manual",34,"FOOD00034","Broccoli","",9056
"Broccoflower, raw","broccoli florets raw",0.541774853455338,"manual",34,"FOOD00034","Broccoli","",9178
"Broccoli, canned/cooked","broccoli cooked boiled drained without salt",0.794645668567682,"manual",34,"FOOD00034","Broccoli","11091",429
"Buckwheat groats, uncooked (consumed cooked/heat-treated)","buckwheat groats roasted cooked",0.681083639649892,"manual",79,"FOOD00079","Common buckwheat","20010",738
"Butter","butter salted",0.772124848607997,"manual",667,"FOOD00648","Butter","01001",5489
"Celery, canned/cooked","celery cooked boiled drained without salt",0.815843578172705,"manual",215,"FOOD00215","Celery stalks","11144",287
"Cereal, infant, barley, whole grain","babyfood cereal barley dry",0.730239202548963,"manual",690,"FOOD00668","Baby food","03181",5920
"Cereal, infant, oat","babyfood cereal oatmeal dry",0.65285769433092,"manual",690,"FOOD00668","Baby food","03189",5926
"Cereal, infant, rice, brown","babyfood cereal brown rice dry instant",0.708186232725683,"manual",690,"FOOD00668","Baby food","42285",6105
"Cereal, infant, rice, white","babyfood cereal rice dry",0.542678910448317,"manual",690,"FOOD00668","Baby food","03194",5931
"Cereal, infant, wheat, whole grain","babyfood cereal mixed dry",0.67022312945065,"manual",690,"FOOD00668","Baby food","03185",5922
"Chamnamul, cooked",NA,0.435849940121787,"manual",NA,NA,NA,NA,NA
"Cheese, cheddar, reduced fat","usda commodity cheese cheddar reduced fat",0.791532016487007,"manual",631,"FOOD00617","Cheese","01182",4784
"Cheese, cottage, low fat","cheese cottage lowfat 2 milkfat",0.729035806784722,"manual",631,"FOOD00617","Cheese","01015",4745
"Cheese, cream, nonfat","cheese cream low fat",0.700784197029104,"manual",631,"FOOD00617","Cheese","43274",4800
"Cheese, goat","cheese goat soft type",0.82603482382324,"manual",631,"FOOD00617","Cheese","01159",4778
"Cheese, parmesan, reduced fat/fat free","cheese parmesan dry grated reduced fat",0.761232489403672,"manual",631,"FOOD00617","Cheese","01204",4786
"Cherries, canned/cooked (cherries only)","cherries canned water pack solids and liquids",0.828471718770903,"manual",NA,NA,NA,NA,NA
"Cherries, cooked","cherries sweet canned pitted heavy syrup drained",0.797276928036385,"manual",145,"FOOD00145","Sweet cherry","09367",1216
"Chicken, lean and fat, canned","chicken",0.750451916529251,"manual",334,"FOOD00329","Chicken","",9840
"Chicken, lean and fat, canned/cooked","chicken",0.696861908544892,"manual",334,"FOOD00329","Chicken","",9840
"Chicken, lean and fat, cooked","chicken",0.787996439386034,"manual",334,"FOOD00329","Chicken","",9840
"Chicken, lean and fat, cooked, dried",NA,0.649425159902087,"manual",NA,NA,NA,NA,NA
"Chicken, lean and fat, dried",NA,0.692135983268651,"manual",NA,NA,NA,NA,NA
"Chickpeas (garbanzo beans), mature, canned","chickpeas garbanzo beans bengal gram mature seeds cooked boiled without salt",0.711663124470895,"manual",47,"FOOD00047","Chickpea","16057",553
"Chickpeas (garbanzo beans), mature, canned/cooked","chickpeas garbanzo beans bengal gram mature seeds cooked boiled without salt",0.695218274531871,"manual",47,"FOOD00047","Chickpea","16057",553
"Chickpeas (garbanzo beans), mature, cooked","chickpeas garbanzo beans bengal gram mature seeds cooked boiled without salt",0.719138738337609,"manual",47,"FOOD00047","Chickpea","16057",553
"Chickpeas (garbanzo beans), mature, raw (consumed cooked/heat-treated)","chickpea whole raw",0.587555717564299,"manual",47,"FOOD00047","Chickpea","584",8450
"Chocolate, unsweetened","baking chocolate unsweetened squares",0.651938554867503,"manual",709,"FOOD00687","Chocolate","19078",6826
"Citron, dried",NA,0.683581545501752,"manual",NA,NA,NA,NA,NA
"Collards, canned/cooked","collards cooked boiled drained without salt",0.814995969187812,"manual",247,"FOOD00247","Black cabbage","11162",1685
"Corn (vegetable), canned","sweetcorn kernels canned",0.633653177537169,"manual",205,"FOOD00205","Corn","0151",1593
"Corn (vegetable), canned/cooked","sweetcorn kernels canned",0.592916301840372,"manual",205,"FOOD00205","Corn","0151",1593
"Corn (vegetable), cooked","corn sweet yellow cooked boiled drained without salt",0.661629194034609,"manual",205,"FOOD00205","Corn","11168",1598
"Corn (vegetable), dried, cooked",NA,0.556091551333303,"manual",NA,NA,NA,NA,NA
"Corn (vegetable), raw","corn sweet yellow raw",0.665203183170426,"manual",205,"FOOD00205","Corn","11167",1597
"Corn grain, uncooked (consumed cooked/heat-treated)","cornmeal whole grain yellow",0.459858723846485,"manual",205,"FOOD00205","Corn","20020",1637
"Corn grits, uncooked (consumed cooked/heat-treated)","cornmeal whole grain yellow",0.550394372476036,"manual",205,"FOOD00205","Corn","20020",1637
"Cowpeas (black-eyed peas), immature, canned","cowpeas blackeyes immature seeds raw",0.772728219883495,"manual",534,"FOOD00523","Black-eyed pea","11191",3922
"Cowpeas (black-eyed peas), immature, canned/cooked","cowpeas blackeyes immature seeds cooked boiled drained without salt",0.76004853418833,"manual",534,"FOOD00523","Black-eyed pea","11192",3923
"Cowpeas (black-eyed peas), immature, cooked","cowpeas blackeyes immature seeds cooked boiled drained without salt",0.780411909240096,"manual",534,"FOOD00523","Black-eyed pea","11192",3923
"Cowpeas (black-eyed peas), mature, canned/cooked","cowpeas common blackeyes crowder southern mature seeds canned plain",0.785827002073183,"manual",534,"FOOD00523","Black-eyed pea","16064",3930
"Cowpeas (black-eyed peas), mature, cooked","cowpeas common blackeyes crowder southern mature seeds cooked boiled without salt",0.808396582547561,"manual",534,"FOOD00523","Black-eyed pea","16063",3929
